This file was created by CMPT_ME_PRIOR_RETS using the 201803 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
197610,     20.21,     29.20,     26.22,    949.58,   1038.23,    629.45
197611,     18.22,     28.33,     24.68,    943.08,   1095.99,    442.39
197612,     17.91,     28.41,     25.13,    877.00,   1104.44,    494.51
197701,     19.60,     30.82,     28.41,    980.03,   1154.74,    463.26
197702,     19.66,     30.62,     29.70,    948.35,   1011.64,    658.58
197703,     18.74,     29.75,     30.64,    882.76,    999.63,    705.31
197704,     18.45,     29.45,     30.30,    888.36,   1041.95,    552.86
197705,     18.40,     29.96,     29.98,    984.68,   1038.82,    476.63
197706,     18.06,     30.72,     28.88,    907.00,   1096.68,    434.47
197707,     20.59,     30.49,     29.72,   1087.05,    974.34,    567.32
197708,     19.77,     31.24,     29.34,   1056.80,    970.29,    482.59
197709,     19.68,     30.50,     28.33,   1175.54,    871.33,    386.76
197710,     20.76,     30.80,     27.86,   1090.73,    954.82,    361.74
197711,     20.74,     30.40,     26.72,   1196.33,    811.52,    325.51
197712,     22.27,     34.73,     27.70,    972.39,   1062.24,    355.94
197801,     21.94,     37.05,     28.16,   1109.23,    934.90,    370.61
197802,     21.29,     33.85,     28.74,    928.29,   1004.69,    409.34
197803,     22.12,     34.82,     28.28,    878.66,    969.65,    365.44
197804,     23.61,     36.39,     29.46,    929.49,    974.51,    362.61
197805,     26.13,     37.27,     31.77,   1212.43,    903.28,    369.54
197806,     27.96,     36.91,     34.06,   1010.14,   1054.91,    415.40
197807,     30.90,     37.09,     32.15,   1045.18,   1005.61,    401.24
197808,     31.32,     40.68,     33.66,   1354.89,    906.89,    449.60
197809,     33.70,     41.18,     37.60,   1272.83,    983.95,    508.49
197810,     33.71,     42.06,     36.32,   1340.73,    901.56,    486.53
197811,     27.94,     33.06,     27.97,   1177.62,    820.72,    388.46
197812,     30.00,     36.22,     29.09,    736.05,   1167.27,    597.43
197901,     29.02,     35.39,     30.82,    710.74,   1160.67,    632.93
197902,     27.37,     39.50,     35.61,    711.60,   1191.30,    781.17
197903,     28.15,     36.48,     34.65,    802.59,   1093.18,    716.74
197904,     28.58,     43.51,     37.50,    833.83,    984.32,   1086.31
197905,     27.59,     43.45,     38.69,    905.87,   1023.71,    966.66
197906,     26.30,     42.71,     38.61,    873.09,    885.45,   1137.84
197907,     27.93,     44.20,     39.48,    809.20,    997.81,   1129.02
197908,     29.11,     46.45,     39.15,    859.46,   1115.40,    978.09
197909,     29.80,     49.45,     44.68,    966.20,   1121.56,   1051.81
197910,     27.58,     49.43,     46.71,   1132.76,   1077.98,    997.98
197911,     26.03,     38.61,     41.61,   1264.44,    947.63,    762.17
197912,     27.91,     43.96,     41.22,   1387.26,    931.72,    930.69
198001,     30.68,     44.53,     45.33,   1494.59,    906.08,    951.79
198002,     32.01,     47.04,     47.88,   1389.11,   1034.55,   1039.81
198003,     30.78,     45.44,     44.82,   1297.08,    955.05,   1126.51
198004,     27.64,     35.98,     35.14,   1087.39,    810.10,   1103.96
198005,     29.37,     40.89,     37.74,    872.89,    970.65,   1204.56
198006,     29.55,     43.92,     43.31,    987.79,   1013.48,   1251.15
198007,     28.56,     47.13,     45.46,    991.39,   1070.68,   1253.74
198008,     32.14,     51.44,     48.44,   1072.62,   1142.65,   1343.35
198009,     33.40,     52.01,     54.24,   1050.04,   1144.30,   1394.65
198010,     35.57,     51.47,     53.68,    913.37,   1409.70,   1286.94
198011,     35.89,     51.06,     55.06,   1321.66,   1374.29,   1124.10
198012,     40.33,     52.03,     56.08,   1142.68,   1504.32,   1487.04
198101,     38.94,     51.34,     55.15,   1109.72,   1272.30,   1614.73
198102,     35.27,     56.48,     57.17,    929.02,   1328.92,   1475.69
198103,     34.57,     58.79,     57.50,   1484.22,   1424.03,   1121.03
198104,     35.80,     59.08,     62.77,   1591.76,   1551.68,   1013.72
198105,     36.80,     61.00,     61.87,   1853.65,   1417.20,    844.17
198106,     39.88,     59.30,     62.19,   1873.97,   1395.30,    836.74
198107,     40.66,     56.75,     60.87,   1808.55,   1421.69,    830.90
198108,     42.00,     54.06,     56.98,   1784.94,   1469.76,    811.34
198109,     36.84,     53.33,     52.51,   1240.24,   1565.46,    855.80
198110,     31.77,     50.84,     49.75,   1356.42,   1266.80,    975.80
198111,     34.29,     51.39,     56.55,   1275.04,   1296.52,   1190.70
198112,     35.16,     48.35,     60.79,   1734.27,   1109.71,   1185.51
198201,     33.41,     50.13,     58.09,   1675.85,   1150.72,   1085.55
198202,     31.49,     49.71,     55.19,   1408.01,   1284.16,   1064.16
198203,     30.17,     46.93,     49.94,   1144.60,   1275.84,   1043.82
198204,     29.35,     46.87,     47.63,    968.65,   1195.11,   1237.91
198205,     32.20,     49.51,     50.36,    963.27,   1207.65,   1372.32
198206,     29.90,     48.10,     49.52,    786.71,   1414.08,   1138.87
198207,     27.25,     47.98,     47.54,    722.73,   1144.50,   1393.91
198208,     25.65,     46.15,     47.94,    782.53,   1216.61,   1223.24
198209,     28.96,     47.37,     50.66,    972.67,   1357.66,   1320.01
198210,     28.64,     48.98,     56.81,    946.43,   1328.27,   1404.87
198211,     31.85,     55.88,     64.06,   1247.86,   1453.17,   1463.99
198212,     34.41,     61.28,     67.42,   1383.07,   1429.01,   1560.62
198301,     34.29,     64.76,     64.22,   1537.69,   1402.65,   1581.90
198302,     37.13,     66.58,     69.39,   1603.69,   1628.66,   1400.31
198303,     39.37,     69.43,     69.31,   1556.56,   1608.96,   1545.99
198304,     41.12,     72.93,     69.30,   1583.15,   1772.06,   1446.79
198305,     44.34,     78.62,     72.70,   1777.30,   1967.80,   1403.81
198306,     46.26,     80.63,     81.21,   1685.11,   1817.92,   1656.30
198307,     52.75,     83.56,     76.25,   2418.82,   1767.45,   1285.71
198308,     53.98,     83.06,     73.02,   2154.67,   1821.72,   1258.87
198309,     54.63,     79.33,     68.11,   2238.21,   1820.96,   1158.86
198310,     54.97,     86.03,     68.79,   2064.92,   1929.03,   1315.12
198311,     51.03,     84.50,     65.19,   2011.80,   1747.49,   1571.79
198312,     54.60,     85.62,     68.07,   1789.13,   1813.16,   1828.42
198401,     51.09,     81.34,     70.11,   1866.35,   2017.24,   1292.05
198402,     48.58,     80.54,     75.65,   1725.26,   2095.34,   1280.88
198403,     47.17,     77.10,     69.05,   1294.97,   1833.49,   1726.41
198404,     48.86,     76.19,     68.67,   1284.23,   1816.25,   1793.51
198405,     48.23,     74.60,     68.38,   1303.03,   1854.27,   1689.99
198406,     43.20,     72.98,     71.43,    890.85,   1623.44,   1955.75
198407,     43.58,     72.25,     75.75,   1031.05,   1749.43,   1768.64
198408,     39.32,     69.60,     77.02,    986.97,   1621.58,   1804.74
198409,     42.25,     74.28,     83.11,   1107.48,   1875.52,   1866.97
198410,     40.25,     81.11,     82.99,    880.78,   1934.91,   1872.95
198411,     39.91,     75.30,     79.69,   1165.75,   2054.55,   1612.29
198412,     37.42,     74.71,     76.24,   1054.49,   1604.49,   2073.58
198501,     38.39,     70.00,     80.98,   1056.25,   1950.19,   1704.56
198502,     41.02,     79.76,     98.77,   1075.29,   2178.14,   1756.03
198503,     39.16,     82.97,     99.25,   1503.70,   2276.65,   1698.68
198504,     38.27,     80.31,     91.23,   1412.22,   2229.15,   1746.02
198505,     38.77,     76.77,     86.38,   1328.93,   2327.97,   1642.43
198506,     38.81,     74.94,     94.30,   1263.52,   2456.46,   1759.39
198507,     40.25,     79.13,     92.55,   1344.47,   2239.81,   1942.72
198508,     40.50,     82.84,     94.14,   1579.80,   2329.93,   1756.35
198509,     40.54,     79.07,     87.51,   1540.74,   2422.93,   1561.00
198510,     38.20,     75.84,     82.21,   1405.68,   2335.34,   1521.52
198511,     39.04,     77.30,     81.51,   1521.88,   2198.76,   1795.47
198512,     40.15,     82.28,     87.50,   1561.29,   2304.29,   1972.89
198601,     41.48,     89.12,     92.09,   1680.73,   2656.96,   1790.09
198602,     43.39,     89.58,     97.11,   1370.48,   2636.63,   1985.08
198603,     46.66,     95.50,     99.39,   1529.94,   2814.65,   2140.67
198604,     46.73,    102.18,    110.15,   1683.85,   2886.27,   2258.79
198605,     49.00,    106.01,    105.43,   2065.59,   2705.03,   2158.73
198606,     46.62,    108.51,    107.66,   2203.17,   2878.10,   2221.68
198607,     48.87,    105.40,    104.15,   2004.27,   2893.62,   2349.18
198608,     44.86,     91.03,     98.98,   1660.84,   2660.77,   2426.10
198609,     46.87,     93.16,     99.98,   1762.66,   2660.55,   2757.29
198610,     44.22,     91.29,     95.05,   1557.12,   2473.10,   2464.58
198611,     47.88,     92.67,     95.36,   2279.85,   2497.65,   2491.97
198612,     48.27,     97.70,     89.47,   2156.32,   2546.73,   2669.85
198701,     49.53,     92.35,     85.42,   1862.20,   2304.89,   2961.36
198702,     52.69,    107.34,    101.87,   2211.11,   2311.17,   3603.63
198703,     57.98,    108.19,    106.07,   2236.00,   2304.97,   3821.17
198704,     57.11,    117.66,    105.64,   2433.61,   2624.26,   3584.05
198705,     58.10,    112.12,     97.09,   2264.78,   2571.81,   3592.23
198706,     59.15,    105.29,     93.24,   1544.96,   3047.06,   3490.98
198707,     65.51,     99.61,     99.34,   1664.14,   3546.71,   3321.09
198708,     63.07,    104.21,    109.18,   1879.18,   3488.91,   3726.36
198709,     65.46,     99.63,    103.57,   2326.74,   3491.24,   3703.19
198710,     61.19,    104.78,    109.82,   1929.92,   3116.87,   4240.05
198711,     40.98,     74.49,     70.41,   1396.14,   2709.06,   3054.95
198712,     39.59,     71.98,     63.97,   1019.45,   1905.95,   3299.47
198801,     39.69,     78.47,     66.14,   1124.74,   2461.30,   3040.97
198802,     40.93,     81.27,     76.71,   1451.83,   2649.05,   2948.48
198803,     45.68,     83.57,     74.83,   1399.30,   2575.46,   3204.43
198804,     44.77,     89.88,     85.00,   1550.62,   2709.01,   2855.64
198805,     43.94,     84.18,     88.68,   2461.85,   2830.75,   2338.32
198806,     40.26,     83.83,     87.67,   2684.06,   2669.75,   2531.67
198807,     43.51,     87.71,     88.02,   2567.94,   2903.60,   2543.78
198808,     39.69,     85.31,     92.63,   2543.48,   2944.23,   2374.07
198809,     41.74,     84.51,     82.36,   2461.79,   2856.82,   2374.41
198810,     41.92,     89.10,     84.42,   2690.42,   2995.36,   2431.05
198811,     38.81,     87.27,     86.33,   3566.98,   2944.87,   1817.20
198812,     39.33,     86.75,     81.13,   2641.82,   3147.14,   1977.15
198901,     43.50,     89.13,     75.83,   2310.18,   3300.06,   2258.93
198902,     39.37,     95.39,     89.78,   2526.95,   3585.59,   2145.32
198903,     44.04,     98.37,     84.47,   1830.70,   3275.42,   2970.96
198904,     48.40,     94.57,     88.18,   1560.82,   3370.80,   3081.54
198905,     45.81,    102.68,     91.86,   2107.20,   3113.37,   3499.59
198906,     46.69,    104.58,     98.40,   2126.97,   3335.79,   3496.98
198907,     48.17,     97.50,     95.62,   2719.16,   2676.46,   3917.04
198908,     49.41,    104.09,     99.21,   3010.68,   3100.55,   3800.11
198909,     49.27,    114.08,    107.60,   2757.77,   2934.00,   4257.31
198910,     48.86,    114.56,    107.02,   2639.90,   3425.34,   3615.16
198911,     44.57,     99.17,    100.58,   3067.38,   3209.62,   3483.99
198912,     46.44,     98.31,     97.70,   2464.99,   3036.47,   4085.99
199001,     45.32,     99.26,     93.13,   2682.37,   2811.31,   4296.82
199002,     40.13,     89.35,     90.97,   2683.17,   2637.98,   3988.92
199003,     43.07,     90.19,     89.91,   2561.96,   2431.63,   4334.80
199004,     43.02,     90.25,     97.82,   1708.24,   3073.22,   3954.15
199005,     41.28,     86.51,     92.51,   1901.84,   2907.18,   3977.06
199006,     44.53,     88.46,     93.25,   1655.27,   2872.52,   4863.60
199007,     44.29,     93.48,     97.60,   1668.34,   2689.50,   4802.28
199008,     41.50,     89.78,     90.49,   1795.59,   2973.52,   4515.63
199009,     38.20,     74.11,     77.24,   1641.57,   2579.21,   4218.22
199010,     33.82,     68.55,     68.48,   1368.19,   2433.63,   4092.87
199011,     34.04,     59.44,     64.84,   1363.44,   2301.03,   4172.28
199012,     37.13,     59.76,     67.26,   1349.53,   2385.26,   4349.43
199101,     34.62,     67.25,     72.05,   1402.16,   2480.44,   4286.74
199102,     33.16,     71.15,     96.04,   1754.64,   2629.01,   4249.00
199103,     40.45,     82.93,    102.41,   1678.05,   3056.44,   4377.28
199104,     41.19,     89.30,    107.33,   2275.74,   3033.82,   4365.34
199105,     41.34,     93.81,    100.88,   2460.17,   3661.52,   3697.27
199106,     45.59,     90.41,     96.73,   2564.20,   3967.44,   3673.41
199107,     43.57,     96.10,     91.34,   2279.09,   3834.20,   3457.19
199108,     44.03,     92.73,     97.59,   2495.51,   4024.28,   3511.77
199109,     43.28,     90.72,    106.76,   3696.31,   3752.23,   3475.17
199110,     41.03,     91.41,    111.81,   4154.44,   3953.60,   3034.63
199111,     45.11,     89.36,    106.88,   4929.95,   4172.48,   2486.89
199112,     44.71,     85.95,     95.50,   3809.15,   4230.96,   2440.85
199201,     51.87,     96.97,     89.78,   3967.58,   4489.38,   3148.78
199202,     55.40,     99.63,    106.25,   3233.03,   4302.95,   3532.76
199203,     59.76,    105.39,     99.60,   3417.19,   4513.34,   3244.14
199204,     61.69,    101.06,     98.16,   3730.66,   4324.00,   3210.13
199205,     60.07,    105.92,     91.95,   4367.37,   4253.12,   3135.49
199206,     63.92,    105.52,     91.65,   2923.72,   4709.10,   3272.69
199207,     59.43,    105.20,     90.23,   2889.52,   4619.35,   3260.84
199208,     62.71,    105.45,     94.09,   2675.75,   5266.61,   2893.17
199209,     63.79,    104.19,     90.18,   2635.77,   5029.47,   2914.00
199210,     65.28,    107.31,     92.26,   2775.68,   4908.76,   3055.21
199211,     65.05,    108.82,     97.45,   2769.99,   4619.18,   3433.19
199212,     66.48,    124.99,    105.39,   3245.73,   4970.02,   3092.97
199301,     73.64,    125.88,    102.54,   3993.00,   4819.43,   2923.04
199302,     71.44,    131.48,    119.15,   3371.85,   5135.50,   3201.52
199303,     72.16,    123.33,    119.00,   3516.45,   4984.26,   3345.82
199304,     72.40,    133.04,    122.01,   4117.53,   4633.66,   3676.07
199305,     70.59,    123.80,    118.75,   4564.14,   4593.80,   3055.58
199306,     78.29,    126.13,    117.03,   4395.12,   4643.08,   3253.47
199307,     74.92,    131.15,    121.10,   5086.85,   4367.48,   3180.69
199308,     78.48,    130.96,    117.33,   4565.61,   4565.49,   3071.35
